Country,Initials,Host,Year,Result,Last opponent,Remarks,Goals_scored,Goals_conceded,Matches,Wins,Draws,Losses,Win percentage,Coach
Netherlands,NED,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Netherlands,NED,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Netherlands,NED,Germany,1974,Runners-up,Germany,Lost the final to Germany,15,3,7,5,1,1,71.43,MICHELS Rinus (NED)
Netherlands,NED,Argentina,1978,Runners-up,Argentina,Lost the final to Argentina,15,10,7,3,2,2,42.86,HAPPEL Ernst (AUT)
Netherlands,NED,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Netherlands,NED,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Netherlands,NED,Italy,1990,Round of 16,Germany,Eliminated by Germany,3,4,4,0,3,1,0.0,BEENHAKKER Leo (NED)
Netherlands,NED,USA,1994,Quarter-finals,Brazil,Eliminated by Brazil,8,6,5,3,0,2,60.0,Dick ADVOCAAT (NED)
Netherlands,NED,France,1998,Fourth place,Croatia,Finished 4th behind Croatia,13,7,7,3,2,2,42.86,HIDDINK Guus (NED)
Netherlands,NED,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
Netherlands,NED,Germany,2006,Round of 16,Portugal,Eliminated by Portugal,3,2,4,2,1,1,50.0,VAN BASTEN Marco (NED)
Netherlands,NED,South Africa,2010,Runners-up,Spain,Lost the final to Spain,12,6,7,6,0,1,85.71,Bert VAN MARWIJK (NED)
Netherlands,NED,Brazil,2014,Third place,Brazil,Beaten Brazil to finish 3rd,15,4,7,6,0,1,85.71,Louis VAN GAAL (NED)
New Zealand,NZL,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
New Zealand,NZL,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
New Zealand,NZL,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
New Zealand,NZL,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
New Zealand,NZL,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
New Zealand,NZL,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
New Zealand,NZL,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
New Zealand,NZL,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
New Zealand,NZL,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
New Zealand,NZL,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
New Zealand,NZL,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
New Zealand,NZL,Spain,1982,Group stage,Brazil,Eliminated in the group stages,2,12,3,0,0,3,0.0,ADSHEAD John (NZL)
New Zealand,NZL,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
New Zealand,NZL,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
New Zealand,NZL,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
New Zealand,NZL,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
New Zealand,NZL,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
New Zealand,NZL,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
New Zealand,NZL,South Africa,2010,Group stage,Paraguay,Eliminated in the group stages,2,2,3,0,3,0,0.0,HERBERT Ricki (NZL)
New Zealand,NZL,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
Nigeria,NGA,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Nigeria,NGA,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Nigeria,NGA,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Nigeria,NGA,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Nigeria,NGA,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Nigeria,NGA,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Nigeria,NGA,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Nigeria,NGA,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Nigeria,NGA,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Nigeria,NGA,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Nigeria,NGA,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Nigeria,NGA,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Nigeria,NGA,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Nigeria,NGA,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Nigeria,NGA,USA,1994,Round of 16,Italy,Eliminated by Italy,7,4,4,2,0,2,50.0,WESTERHOF Clemens (NED)
Nigeria,NGA,France,1998,Round of 16,Denmark,Eliminated by Denmark,6,9,4,2,0,2,50.0,MILUTINOVIC Bora (YUG)
Nigeria,NGA,Korea/Japan,2002,Group stage,England,Eliminated in the group stages,1,3,3,0,1,2,0.0,ONIGBINDE Adegboye (NGA)
Nigeria,NGA,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
Nigeria,NGA,South Africa,2010,Group stage,Korea Republic,Eliminated in the group stages,3,5,3,0,1,2,0.0,LAGERBACK Lars (SWE)
Nigeria,NGA,Brazil,2014,Round of 16,France,Eliminated by France,3,5,4,1,1,2,25.0,KESHI Stephen (NGA)
Northern Ireland,NIR,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Northern Ireland,NIR,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Northern Ireland,NIR,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Northern Ireland,NIR,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Northern Ireland,NIR,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Northern Ireland,NIR,Sweden,1958,Quarter-finals,France,Eliminated by France,6,10,5,2,1,2,40.0,DOHERTY Peter (NIR)
Northern Ireland,NIR,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Northern Ireland,NIR,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Northern Ireland,NIR,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Northern Ireland,NIR,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Northern Ireland,NIR,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Northern Ireland,NIR,Spain,1982,Group stage,France,Eliminated in the group stages,5,7,5,1,3,1,20.0,BINGHAM Billy (NIR)
Northern Ireland,NIR,Mexico,1986,Group stage,Brazil,Eliminated in the group stages,2,6,3,0,1,2,0.0,BINGHAM Billy (NIR)
Northern Ireland,NIR,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Northern Ireland,NIR,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Northern Ireland,NIR,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Northern Ireland,NIR,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
Northern Ireland,NIR,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
Northern Ireland,NIR,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Northern Ireland,NIR,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
Norway,NOR,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Norway,NOR,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Norway,NOR,France,1938,Round of 16,Italy,Eliminated by Italy,1,2,1,0,0,1,0.0,HALVORSEN Asbjorn (NOR)
Norway,NOR,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Norway,NOR,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Norway,NOR,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Norway,NOR,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Norway,NOR,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Norway,NOR,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Norway,NOR,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Norway,NOR,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Norway,NOR,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Norway,NOR,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Norway,NOR,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Norway,NOR,USA,1994,Group stage,Republic of Ireland,Eliminated in the group stages,1,1,3,1,1,1,33.33,OLSEN Egil (NOR)
Norway,NOR,France,1998,Round of 16,Italy,Eliminated by Italy,5,5,4,1,2,1,25.0,OLSEN Egil (NOR)
Norway,NOR,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
Norway,NOR,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
Norway,NOR,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Norway,NOR,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
Paraguay,PAR,Uruguay,1930,Group stage,Belgium,Eliminated in the group stages,1,3,2,1,0,1,50.0,DURAND LAGUNA Jose (ARG)
Paraguay,PAR,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Paraguay,PAR,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Paraguay,PAR,Brazil,1950,Group stage,Italy,Eliminated in the group stages,2,4,2,0,1,1,0.0,FLEITAS SOLICH Manuel (PAR)
Paraguay,PAR,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Paraguay,PAR,Sweden,1958,Group stage,Yugoslavia,Eliminated in the group stages,9,12,3,1,1,1,33.33,GONZALEZ Aurelio (PAR)
Paraguay,PAR,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Paraguay,PAR,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Paraguay,PAR,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Paraguay,PAR,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Paraguay,PAR,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Paraguay,PAR,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Paraguay,PAR,Mexico,1986,Round of 16,England,Eliminated by England,4,6,4,1,2,1,25.0,RE Cayetano (PAR)
Paraguay,PAR,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Paraguay,PAR,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Paraguay,PAR,France,1998,Round of 16,France,Eliminated by France,3,2,4,1,2,1,25.0,CARPEGIANI (BRA)
Paraguay,PAR,Korea/Japan,2002,Round of 16,Germany,Eliminated by Germany,6,7,4,1,1,2,25.0,MALDINI Cesare (ITA)
Paraguay,PAR,Germany,2006,Group stage,Trinidad and Tobago,Eliminated in the group stages,2,2,3,1,0,2,33.33,RUIZ LEITES Anibal (URU)
Paraguay,PAR,South Africa,2010,Quarter-finals,Spain,Eliminated by Spain,3,2,5,2,2,1,40.0,MARTINO Gerardo (ARG)
Paraguay,PAR,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
Peru,PER,Uruguay,1930,Group stage,Uruguay,Eliminated in the group stages,1,4,2,0,0,2,0.0,BRU Francisco (ESP)
Peru,PER,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Peru,PER,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Peru,PER,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Peru,PER,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Peru,PER,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Peru,PER,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Peru,PER,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Peru,PER,Mexico,1970,Quarter-finals,Brazil,Eliminated by Brazil,9,9,4,2,0,2,50.0,DIDI (BRA)
Peru,PER,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Peru,PER,Argentina,1978,Group stage,Argentina,Eliminated in the group stages,7,12,6,2,1,3,33.33,CALDERON Marcos (PER)
Peru,PER,Spain,1982,Group stage,Poland,Eliminated in the group stages,2,6,3,0,2,1,0.0,TIM (BRA)
Peru,PER,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Peru,PER,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Peru,PER,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Peru,PER,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Peru,PER,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
Peru,PER,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
Peru,PER,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Peru,PER,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
Poland,POL,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Poland,POL,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Poland,POL,France,1938,Round of 16,Brazil,Eliminated by Brazil,5,6,1,0,0,1,0.0,KALUZA Jozef (POL)
Poland,POL,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Poland,POL,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Poland,POL,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Poland,POL,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Poland,POL,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Poland,POL,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Poland,POL,Germany,1974,Third place,Brazil,Beaten Brazil to finish 3rd,16,5,7,6,0,1,85.71,GORSKI Kazimierz (POL)
Poland,POL,Argentina,1978,Group stage,Brazil,Eliminated in the group stages,6,6,6,3,1,2,50.0,GMOCH Jacek (POL)
Poland,POL,Spain,1982,Third place,France,Beaten France to finish 3rd,11,5,7,3,3,1,42.86,PIECHNICZEK Antoni (POL)
Poland,POL,Mexico,1986,Round of 16,Brazil,Eliminated by Brazil,1,7,4,1,1,2,25.0,PIECHNICZEK Antoni (POL)
Poland,POL,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Poland,POL,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Poland,POL,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Poland,POL,Korea/Japan,2002,Group stage,USA,Eliminated in the group stages,3,7,3,1,0,2,33.33,ENGEL Jerzy (POL)
Poland,POL,Germany,2006,Group stage,Costa Rica,Eliminated in the group stages,2,4,3,1,0,2,33.33,JANAS Pawel (POL)
Poland,POL,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Poland,POL,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
Portugal,POR,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Portugal,POR,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Portugal,POR,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Portugal,POR,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Portugal,POR,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Portugal,POR,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Portugal,POR,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Portugal,POR,England,1966,Third place,Soviet Union,Beaten Soviet Union to finish 3rd,17,8,6,5,0,1,83.33,GLORIA Otto (BRA)
Portugal,POR,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Portugal,POR,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Portugal,POR,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Portugal,POR,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Portugal,POR,Mexico,1986,Group stage,Morocco,Eliminated in the group stages,2,4,3,1,0,2,33.33,JOSE TORRES (POR)
Portugal,POR,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Portugal,POR,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Portugal,POR,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Portugal,POR,Korea/Japan,2002,Group stage,Korea Republic,Eliminated in the group stages,6,4,3,1,0,2,33.33,OLIVEIRA Antonio (POR)
Portugal,POR,Germany,2006,Fourth place,Germany,Finished 4th behind Germany,7,5,7,5,0,2,71.43,SCOLARI Luiz Felipe (BRA)
Portugal,POR,South Africa,2010,Round of 16,Spain,Eliminated by Spain,7,1,4,1,2,1,25.0,Carlos QUEIR�S (POR)
Portugal,POR,Brazil,2014,Group stage,Ghana,Eliminated in the group stages,4,7,3,1,1,1,33.33,PAULO BENTO (POR)
Republic of Ireland,IRL,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Republic of Ireland,IRL,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Republic of Ireland,IRL,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Republic of Ireland,IRL,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Republic of Ireland,IRL,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Republic of Ireland,IRL,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Republic of Ireland,IRL,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Republic of Ireland,IRL,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Republic of Ireland,IRL,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Republic of Ireland,IRL,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Republic of Ireland,IRL,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Republic of Ireland,IRL,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Republic of Ireland,IRL,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Republic of Ireland,IRL,Italy,1990,Quarter-finals,Italy,Eliminated by Italy,2,3,5,1,3,1,20.0,CHARLTON Jack (ENG)
Republic of Ireland,IRL,USA,1994,Round of 16,Netherlands,Eliminated by Netherlands,2,4,4,1,1,2,25.0,CHARLTON Jack (ENG)
Republic of Ireland,IRL,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Republic of Ireland,IRL,Korea/Japan,2002,Round of 16,Spain,Eliminated by Spain,6,3,4,1,2,1,25.0,MC CARTHY Mick (IRL)
Republic of Ireland,IRL,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
Republic of Ireland,IRL,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Republic of Ireland,IRL,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
Romania,ROU,Uruguay,1930,Group stage,Uruguay,Eliminated in the group stages,3,5,2,1,0,1,50.0,LUCHIDE Octav (ROU)
Romania,ROU,Italy,1934,Preliminary round,Czechoslovakia,Eliminated by Czechoslovakia,1,2,1,0,0,1,0.0,RADULESCU Constantin (ROU)
Romania,ROU,France,1938,Round of 16,Cuba,Eliminated by Cuba,4,5,2,0,1,1,0.0,BRAUN Coloman (ROU)
Romania,ROU,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Romania,ROU,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Romania,ROU,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Romania,ROU,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Romania,ROU,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Romania,ROU,Mexico,1970,Group stage,Brazil,Eliminated in the group stages,4,5,3,1,0,2,33.33,NICULESCU Angelo (ROU)
Romania,ROU,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Romania,ROU,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Romania,ROU,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Romania,ROU,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Romania,ROU,Italy,1990,Round of 16,Republic of Ireland,Eliminated by Republic of Ireland,4,3,4,1,1,2,25.0,JENEI Emerich (ROU)
Romania,ROU,USA,1994,Quarter-finals,Sweden,Eliminated by Sweden,10,9,5,3,0,2,60.0,IORDANESCU Anghel (ROU)
Romania,ROU,France,1998,Round of 16,Croatia,Eliminated by Croatia,4,3,4,2,1,1,50.0,IORDANESCU Anghel (ROU)
Romania,ROU,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
Romania,ROU,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
Romania,ROU,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Romania,ROU,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
Russia,RUS,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Russia,RUS,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Russia,RUS,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Russia,RUS,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Russia,RUS,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Russia,RUS,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Russia,RUS,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Russia,RUS,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Russia,RUS,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Russia,RUS,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Russia,RUS,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Russia,RUS,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Russia,RUS,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Russia,RUS,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Russia,RUS,USA,1994,Group stage,Cameroon,Eliminated in the group stages,7,6,3,1,0,2,33.33,SADYRIN Pavel (RUS)
Russia,RUS,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Russia,RUS,Korea/Japan,2002,Group stage,Belgium,Eliminated in the group stages,4,4,3,1,0,2,33.33,ROMANTSEV Oleg (RUS)
Russia,RUS,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
Russia,RUS,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Russia,RUS,Brazil,2014,Group stage,Algeria,Eliminated in the group stages,2,3,3,0,2,1,0.0,CAPELLO Fabio (ITA)
Saudi Arabia,KSA,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Saudi Arabia,KSA,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Saudi Arabia,KSA,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Saudi Arabia,KSA,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Saudi Arabia,KSA,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Saudi Arabia,KSA,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Saudi Arabia,KSA,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Saudi Arabia,KSA,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Saudi Arabia,KSA,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Saudi Arabia,KSA,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Saudi Arabia,KSA,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Saudi Arabia,KSA,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Saudi Arabia,KSA,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Saudi Arabia,KSA,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Saudi Arabia,KSA,USA,1994,Round of 16,Sweden,Eliminated by Sweden,5,6,4,2,0,2,50.0,SOLARI Jorge (ARG)
Saudi Arabia,KSA,France,1998,Group stage,South Africa,Eliminated in the group stages,2,7,3,0,1,2,0.0,PARREIRA Carlos Alberto (BRA)
Saudi Arabia,KSA,Korea/Japan,2002,Group stage,Republic of Ireland,Eliminated in the group stages,0,12,3,0,0,3,0.0,AL JOHAR Nasser (KSA)
Saudi Arabia,KSA,Germany,2006,Group stage,Spain,Eliminated in the group stages,2,7,3,0,1,2,0.0,MARCOS PAQUETA (BRA)
Saudi Arabia,KSA,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Saudi Arabia,KSA,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
Scotland,SCO,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Scotland,SCO,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Scotland,SCO,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Scotland,SCO,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Scotland,SCO,Switzerland,1954,Group stage,Uruguay,Eliminated in the group stages,0,8,2,0,0,2,0.0,BATTIE Andy (SCO)
Scotland,SCO,Sweden,1958,Group stage,France,Eliminated in the group stages,4,6,3,0,1,2,0.0,WALKER Dawson (SCO)
Scotland,SCO,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Scotland,SCO,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Scotland,SCO,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Scotland,SCO,Germany,1974,Group stage,Yugoslavia,Eliminated in the group stages,3,1,3,1,2,0,33.33,ORMOND Willie (SCO)
Scotland,SCO,Argentina,1978,Group stage,Netherlands,Eliminated in the group stages,5,6,3,1,1,1,33.33,MacLEOD Alistair (SCO)
Scotland,SCO,Spain,1982,Group stage,Soviet Union,Eliminated in the group stages,8,8,3,1,1,1,33.33,STEIN Jock (SCO)
Scotland,SCO,Mexico,1986,Group stage,Uruguay,Eliminated in the group stages,1,3,3,0,1,2,0.0,FERGUSON Alex (SCO)
Scotland,SCO,Italy,1990,Group stage,Brazil,Eliminated in the group stages,2,3,3,1,0,2,33.33,ROXBURGH Andy (SCO)
Scotland,SCO,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
